episode,global_step,sub_run_index,returns,episode_length
7350,441692,eval_idx05,500.0,500
7350,441692,eval_idx06,500.0,500
7350,441692,eval_idx07,500.0,500
7350,441692,eval_idx08,500.0,500
7350,441692,eval_idx09,500.0,500
7400,466692,eval_idx00,500.0,500
7400,466692,eval_idx01,500.0,500
7400,466692,eval_idx02,500.0,500
7400,466692,eval_idx03,500.0,500
7400,466692,eval_idx04,500.0,500
7400,466692,eval_idx05,500.0,500
7400,466692,eval_idx06,500.0,500
7400,466692,eval_idx07,500.0,500
7400,466692,eval_idx08,500.0,500
7400,466692,eval_idx09,500.0,500
7450,491692,eval_idx00,500.0,500
7450,491692,eval_idx01,500.0,500
7450,491692,eval_idx02,500.0,500
7450,491692,eval_idx03,500.0,500
7450,491692,eval_idx04,500.0,500
7450,491692,eval_idx05,500.0,500
7450,491692,eval_idx06,500.0,500
7450,491692,eval_idx07,500.0,500
7450,491692,eval_idx08,500.0,500
7450,491692,eval_idx09,500.0,500
7500,516692,eval_idx00,500.0,500
7500,516692,eval_idx01,500.0,500
7500,516692,eval_idx02,500.0,500
7500,516692,eval_idx03,500.0,500
7500,516692,eval_idx04,500.0,500
7500,516692,eval_idx05,500.0,500
7500,516692,eval_idx06,500.0,500
7500,516692,eval_idx07,500.0,500
7500,516692,eval_idx08,500.0,500
7500,516692,eval_idx09,500.0,500
7550,541692,eval_idx00,500.0,500
7550,541692,eval_idx01,500.0,500
7550,541692,eval_idx02,500.0,500
7550,541692,eval_idx03,500.0,500
7550,541692,eval_idx04,500.0,500
7550,541692,eval_idx05,500.0,500
7550,541692,eval_idx06,500.0,500
7550,541692,eval_idx07,500.0,500
7550,541692,eval_idx08,500.0,500
7550,541692,eval_idx09,500.0,500
7600,566692,eval_idx00,500.0,500
7600,566692,eval_idx01,500.0,500
7600,566692,eval_idx02,500.0,500
7600,566692,eval_idx03,500.0,500
7600,566692,eval_idx04,500.0,500
7600,566692,eval_idx05,500.0,500
7600,566692,eval_idx06,500.0,500
7600,566692,eval_idx07,500.0,500
7600,566692,eval_idx08,500.0,500
7600,566692,eval_idx09,500.0,500
7650,591692,eval_idx00,500.0,500
7650,591692,eval_idx01,500.0,500
7650,591692,eval_idx02,500.0,500
7650,591692,eval_idx03,500.0,500
7650,591692,eval_idx04,500.0,500
7650,591692,eval_idx05,500.0,500
7650,591692,eval_idx06,500.0,500
7650,591692,eval_idx07,500.0,500
7650,591692,eval_idx08,500.0,500
7650,591692,eval_idx09,500.0,500
7700,616692,eval_idx00,500.0,500
7700,616692,eval_idx01,500.0,500
7700,616692,eval_idx02,500.0,500
7700,616692,eval_idx03,500.0,500
7700,616692,eval_idx04,500.0,500
7700,616692,eval_idx05,500.0,500
7700,616692,eval_idx06,500.0,500
7700,616692,eval_idx07,500.0,500
7700,616692,eval_idx08,500.0,500
7700,616692,eval_idx09,500.0,500
7750,641692,eval_idx00,500.0,500
7750,641692,eval_idx01,500.0,500
7750,641692,eval_idx02,500.0,500
7750,641692,eval_idx03,500.0,500
7750,641692,eval_idx04,500.0,500
7750,641692,eval_idx05,500.0,500
7750,641692,eval_idx06,500.0,500
7750,641692,eval_idx07,500.0,500
7750,641692,eval_idx08,500.0,500
7750,641692,eval_idx09,500.0,500
7800,666692,eval_idx00,500.0,500
7800,666692,eval_idx01,500.0,500
7800,666692,eval_idx02,500.0,500
7800,666692,eval_idx03,500.0,500
7800,666692,eval_idx04,500.0,500
7800,666692,eval_idx05,500.0,500
7800,666692,eval_idx06,500.0,500
7800,666692,eval_idx07,500.0,500
7800,666692,eval_idx08,500.0,500
7800,666692,eval_idx09,500.0,500
7850,691692,eval_idx00,500.0,500
7850,691692,eval_idx01,491.0,491
7850,691692,eval_idx02,500.0,500
7850,691692,eval_idx03,500.0,500
7850,691692,eval_idx04,500.0,500
7850,691692,eval_idx05,500.0,500
7850,691692,eval_idx06,500.0,500
7850,691692,eval_idx07,500.0,500
7850,691692,eval_idx08,500.0,500
7850,691692,eval_idx09,500.0,500
7900,716679,eval_idx00,500.0,500
7900,716679,eval_idx01,500.0,500
7900,716679,eval_idx02,500.0,500
7900,716679,eval_idx03,500.0,500
7900,716679,eval_idx04,500.0,500
7900,716679,eval_idx05,500.0,500
7900,716679,eval_idx06,500.0,500
7900,716679,eval_idx07,500.0,500
7900,716679,eval_idx08,500.0,500
7900,716679,eval_idx09,500.0,500
7950,741679,eval_idx00,500.0,500
7950,741679,eval_idx01,500.0,500
7950,741679,eval_idx02,500.0,500
7950,741679,eval_idx03,500.0,500
7950,741679,eval_idx04,500.0,500
7950,741679,eval_idx05,500.0,500
7950,741679,eval_idx06,500.0,500
7950,741679,eval_idx07,500.0,500
7950,741679,eval_idx08,500.0,500
7950,741679,eval_idx09,500.0,500
8000,766482,eval_idx00,500.0,500
8000,766482,eval_idx01,496.0,496
8000,766482,eval_idx02,500.0,500
8000,766482,eval_idx03,500.0,500
8000,766482,eval_idx04,500.0,500
8000,766482,eval_idx05,500.0,500
8000,766482,eval_idx06,500.0,500
8000,766482,eval_idx07,500.0,500
8000,766482,eval_idx08,500.0,500
8000,766482,eval_idx09,500.0,500
8050,791351,eval_idx00,500.0,500
8050,791351,eval_idx01,455.0,455
8050,791351,eval_idx02,500.0,500
8050,791351,eval_idx03,500.0,500
8050,791351,eval_idx04,500.0,500
8050,791351,eval_idx05,500.0,500
8050,791351,eval_idx06,500.0,500
8050,791351,eval_idx07,500.0,500
8050,791351,eval_idx08,500.0,500
8050,791351,eval_idx09,500.0,500
8100,816256,eval_idx00,500.0,500
8100,816256,eval_idx01,458.0,458
8100,816256,eval_idx02,500.0,500
8100,816256,eval_idx03,500.0,500
8100,816256,eval_idx04,500.0,500
8100,816256,eval_idx05,500.0,500
8100,816256,eval_idx06,500.0,500
8100,816256,eval_idx07,500.0,500
8100,816256,eval_idx08,500.0,500
8100,816256,eval_idx09,500.0,500
8150,841219,eval_idx00,500.0,500
8150,841219,eval_idx01,495.0,495
8150,841219,eval_idx02,500.0,500
8150,841219,eval_idx03,500.0,500
8150,841219,eval_idx04,500.0,500
8150,841219,eval_idx05,500.0,500
8150,841219,eval_idx06,500.0,500
8150,841219,eval_idx07,500.0,500
8150,841219,eval_idx08,500.0,500
8150,841219,eval_idx09,500.0,500
8200,866124,eval_idx00,500.0,500
8200,866124,eval_idx01,500.0,500
8200,866124,eval_idx02,500.0,500
8200,866124,eval_idx03,500.0,500
8200,866124,eval_idx04,500.0,500
8200,866124,eval_idx05,500.0,500
8200,866124,eval_idx06,500.0,500
8200,866124,eval_idx07,500.0,500
8200,866124,eval_idx08,500.0,500
8200,866124,eval_idx09,500.0,500
8250,891124,eval_idx00,500.0,500
8250,891124,eval_idx01,500.0,500
8250,891124,eval_idx02,500.0,500
8250,891124,eval_idx03,500.0,500
8250,891124,eval_idx04,500.0,500
8250,891124,eval_idx05,500.0,500
8250,891124,eval_idx06,500.0,500
8250,891124,eval_idx07,500.0,500
8250,891124,eval_idx08,500.0,500
8250,891124,eval_idx09,500.0,500
8300,916083,eval_idx00,500.0,500
8300,916083,eval_idx01,500.0,500
8300,916083,eval_idx02,500.0,500
8300,916083,eval_idx03,500.0,500
8300,916083,eval_idx04,500.0,500
8300,916083,eval_idx05,500.0,500
8300,916083,eval_idx06,500.0,500
8300,916083,eval_idx07,500.0,500
8300,916083,eval_idx08,500.0,500
8300,916083,eval_idx09,500.0,500
8350,940823,eval_idx00,500.0,500
8350,940823,eval_idx01,500.0,500
8350,940823,eval_idx02,500.0,500
8350,940823,eval_idx03,500.0,500
8350,940823,eval_idx04,500.0,500
8350,940823,eval_idx05,500.0,500
8350,940823,eval_idx06,500.0,500
8350,940823,eval_idx07,500.0,500
8350,940823,eval_idx08,500.0,500
8350,940823,eval_idx09,500.0,500
8400,965814,eval_idx00,500.0,500
8400,965814,eval_idx01,486.0,486
8400,965814,eval_idx02,500.0,500
8400,965814,eval_idx03,500.0,500
8400,965814,eval_idx04,500.0,500
8400,965814,eval_idx05,500.0,500
8400,965814,eval_idx06,500.0,500
8400,965814,eval_idx07,500.0,500
8400,965814,eval_idx08,500.0,500
8400,965814,eval_idx09,500.0,500
8450,990785,eval_idx00,500.0,500
8450,990785,eval_idx01,500.0,500
8450,990785,eval_idx02,500.0,500
8450,990785,eval_idx03,500.0,500
8450,990785,eval_idx04,500.0,500
8450,990785,eval_idx05,500.0,500
8450,990785,eval_idx06,500.0,500
8450,990785,eval_idx07,500.0,500
8450,990785,eval_idx08,500.0,500
8450,990785,eval_idx09,500.0,500
8468,1000000,eval_idx00,500.0,500
8468,1000000,eval_idx01,500.0,500
8468,1000000,eval_idx02,500.0,500
8468,1000000,eval_idx03,500.0,500
8468,1000000,eval_idx04,500.0,500
8468,1000000,eval_idx05,500.0,500
8468,1000000,eval_idx06,500.0,500
8468,1000000,eval_idx07,500.0,500
8468,1000000,eval_idx08,500.0,500
8468,1000000,eval_idx09,500.0,500
