episode,global_step,sub_run_index,returns,episode_length
3700,90040,eval_idx00,23.0,23
3700,90040,eval_idx01,32.0,32
3700,90040,eval_idx02,25.0,25
3700,90040,eval_idx03,26.0,26
3700,90040,eval_idx04,25.0,25
3700,90040,eval_idx05,20.0,20
3700,90040,eval_idx06,25.0,25
3700,90040,eval_idx07,32.0,32
3700,90040,eval_idx08,23.0,23
3700,90040,eval_idx09,20.0,20
3750,91388,eval_idx00,24.0,24
3750,91388,eval_idx01,33.0,33
3750,91388,eval_idx02,25.0,25
3750,91388,eval_idx03,26.0,26
3750,91388,eval_idx04,27.0,27
3750,91388,eval_idx05,21.0,21
3750,91388,eval_idx06,25.0,25
3750,91388,eval_idx07,34.0,34
3750,91388,eval_idx08,23.0,23
3750,91388,eval_idx09,21.0,21
3800,92781,eval_idx00,30.0,30
3800,92781,eval_idx01,36.0,36
3800,92781,eval_idx02,32.0,32
3800,92781,eval_idx03,32.0,32
3800,92781,eval_idx04,30.0,30
3800,92781,eval_idx05,27.0,27
3800,92781,eval_idx06,32.0,32
3800,92781,eval_idx07,54.0,54
3800,92781,eval_idx08,26.0,26
3800,92781,eval_idx09,26.0,26
3850,94147,eval_idx00,28.0,28
3850,94147,eval_idx01,36.0,36
3850,94147,eval_idx02,30.0,30
3850,94147,eval_idx03,32.0,32
3850,94147,eval_idx04,28.0,28
3850,94147,eval_idx05,24.0,24
3850,94147,eval_idx06,30.0,30
3850,94147,eval_idx07,45.0,45
3850,94147,eval_idx08,26.0,26
3850,94147,eval_idx09,24.0,24
3900,95518,eval_idx00,24.0,24
3900,95518,eval_idx01,33.0,33
3900,95518,eval_idx02,25.0,25
3900,95518,eval_idx03,26.0,26
3900,95518,eval_idx04,27.0,27
3900,95518,eval_idx05,21.0,21
3900,95518,eval_idx06,25.0,25
3900,95518,eval_idx07,34.0,34
3900,95518,eval_idx08,23.0,23
3900,95518,eval_idx09,21.0,21
3950,97074,eval_idx00,21.0,21
3950,97074,eval_idx01,27.0,27
3950,97074,eval_idx02,24.0,24
3950,97074,eval_idx03,25.0,25
3950,97074,eval_idx04,24.0,24
3950,97074,eval_idx05,19.0,19
3950,97074,eval_idx06,23.0,23
3950,97074,eval_idx07,29.0,29
3950,97074,eval_idx08,20.0,20
3950,97074,eval_idx09,20.0,20
4000,98464,eval_idx00,21.0,21
4000,98464,eval_idx01,31.0,31
4000,98464,eval_idx02,24.0,24
4000,98464,eval_idx03,25.0,25
4000,98464,eval_idx04,24.0,24
4000,98464,eval_idx05,19.0,19
4000,98464,eval_idx06,23.0,23
4000,98464,eval_idx07,29.0,29
4000,98464,eval_idx08,21.0,21
4000,98464,eval_idx09,20.0,20
4050,99759,eval_idx00,24.0,24
4050,99759,eval_idx01,33.0,33
4050,99759,eval_idx02,25.0,25
4050,99759,eval_idx03,26.0,26
4050,99759,eval_idx04,27.0,27
4050,99759,eval_idx05,21.0,21
4050,99759,eval_idx06,25.0,25
4050,99759,eval_idx07,34.0,34
4050,99759,eval_idx08,23.0,23
4050,99759,eval_idx09,21.0,21
4100,101101,eval_idx00,24.0,24
4100,101101,eval_idx01,33.0,33
4100,101101,eval_idx02,25.0,25
4100,101101,eval_idx03,26.0,26
4100,101101,eval_idx04,27.0,27
4100,101101,eval_idx05,21.0,21
4100,101101,eval_idx06,26.0,26
4100,101101,eval_idx07,34.0,34
4100,101101,eval_idx08,23.0,23
4100,101101,eval_idx09,21.0,21
4150,102379,eval_idx00,24.0,24
4150,102379,eval_idx01,33.0,33
4150,102379,eval_idx02,27.0,27
4150,102379,eval_idx03,28.0,28
4150,102379,eval_idx04,28.0,28
4150,102379,eval_idx05,21.0,21
4150,102379,eval_idx06,27.0,27
4150,102379,eval_idx07,38.0,38
4150,102379,eval_idx08,24.0,24
4150,102379,eval_idx09,21.0,21
4200,103960,eval_idx00,28.0,28
4200,103960,eval_idx01,36.0,36
4200,103960,eval_idx02,30.0,30
4200,103960,eval_idx03,30.0,30
4200,103960,eval_idx04,28.0,28
4200,103960,eval_idx05,24.0,24
4200,103960,eval_idx06,28.0,28
4200,103960,eval_idx07,45.0,45
4200,103960,eval_idx08,26.0,26
4200,103960,eval_idx09,23.0,23
4250,105344,eval_idx00,30.0,30
4250,105344,eval_idx01,38.0,38
4250,105344,eval_idx02,34.0,34
4250,105344,eval_idx03,35.0,35
4250,105344,eval_idx04,30.0,30
4250,105344,eval_idx05,27.0,27
4250,105344,eval_idx06,34.0,34
4250,105344,eval_idx07,54.0,54
4250,105344,eval_idx08,28.0,28
4250,105344,eval_idx09,26.0,26
4300,106904,eval_idx00,30.0,30
4300,106904,eval_idx01,38.0,38
4300,106904,eval_idx02,34.0,34
4300,106904,eval_idx03,35.0,35
4300,106904,eval_idx04,30.0,30
4300,106904,eval_idx05,27.0,27
4300,106904,eval_idx06,34.0,34
4300,106904,eval_idx07,54.0,54
4300,106904,eval_idx08,28.0,28
4300,106904,eval_idx09,26.0,26
4350,108465,eval_idx00,26.0,26
4350,108465,eval_idx01,36.0,36
4350,108465,eval_idx02,27.0,27
4350,108465,eval_idx03,28.0,28
4350,108465,eval_idx04,28.0,28
4350,108465,eval_idx05,23.0,23
4350,108465,eval_idx06,28.0,28
4350,108465,eval_idx07,38.0,38
4350,108465,eval_idx08,24.0,24
4350,108465,eval_idx09,23.0,23
4400,109877,eval_idx00,28.0,28
4400,109877,eval_idx01,36.0,36
4400,109877,eval_idx02,30.0,30
4400,109877,eval_idx03,30.0,30
4400,109877,eval_idx04,30.0,30
4400,109877,eval_idx05,25.0,25
4400,109877,eval_idx06,30.0,30
4400,109877,eval_idx07,52.0,52
4400,109877,eval_idx08,26.0,26
4400,109877,eval_idx09,24.0,24
4450,111504,eval_idx00,24.0,24
4450,111504,eval_idx01,33.0,33
4450,111504,eval_idx02,27.0,27
4450,111504,eval_idx03,26.0,26
4450,111504,eval_idx04,27.0,27
4450,111504,eval_idx05,21.0,21
4450,111504,eval_idx06,26.0,26
4450,111504,eval_idx07,34.0,34
4450,111504,eval_idx08,23.0,23
4450,111504,eval_idx09,21.0,21
4500,113085,eval_idx00,26.0,26
4500,113085,eval_idx01,36.0,36
4500,113085,eval_idx02,30.0,30
4500,113085,eval_idx03,30.0,30
4500,113085,eval_idx04,28.0,28
4500,113085,eval_idx05,24.0,24
4500,113085,eval_idx06,28.0,28
4500,113085,eval_idx07,40.0,40
4500,113085,eval_idx08,24.0,24
4500,113085,eval_idx09,23.0,23
4550,114672,eval_idx00,28.0,28
4550,114672,eval_idx01,36.0,36
4550,114672,eval_idx02,30.0,30
4550,114672,eval_idx03,30.0,30
4550,114672,eval_idx04,30.0,30
4550,114672,eval_idx05,25.0,25
4550,114672,eval_idx06,30.0,30
4550,114672,eval_idx07,46.0,46
4550,114672,eval_idx08,26.0,26
4550,114672,eval_idx09,24.0,24
4600,116069,eval_idx00,24.0,24
4600,116069,eval_idx01,33.0,33
4600,116069,eval_idx02,25.0,25
4600,116069,eval_idx03,26.0,26
4600,116069,eval_idx04,27.0,27
4600,116069,eval_idx05,21.0,21
4600,116069,eval_idx06,26.0,26
4600,116069,eval_idx07,34.0,34
4600,116069,eval_idx08,23.0,23
4600,116069,eval_idx09,21.0,21
4650,117492,eval_idx00,26.0,26
4650,117492,eval_idx01,36.0,36
4650,117492,eval_idx02,30.0,30
4650,117492,eval_idx03,28.0,28
4650,117492,eval_idx04,28.0,28
4650,117492,eval_idx05,24.0,24
4650,117492,eval_idx06,28.0,28
4650,117492,eval_idx07,40.0,40
4650,117492,eval_idx08,24.0,24
4650,117492,eval_idx09,23.0,23
4700,119023,eval_idx00,28.0,28
4700,119023,eval_idx01,36.0,36
4700,119023,eval_idx02,30.0,30
4700,119023,eval_idx03,30.0,30
4700,119023,eval_idx04,28.0,28
4700,119023,eval_idx05,24.0,24
4700,119023,eval_idx06,28.0,28
4700,119023,eval_idx07,45.0,45
4700,119023,eval_idx08,26.0,26
4700,119023,eval_idx09,23.0,23
4750,120998,eval_idx00,30.0,30
4750,120998,eval_idx01,38.0,38
4750,120998,eval_idx02,34.0,34
4750,120998,eval_idx03,33.0,33
4750,120998,eval_idx04,30.0,30
4750,120998,eval_idx05,27.0,27
4750,120998,eval_idx06,30.0,30
4750,120998,eval_idx07,54.0,54
4750,120998,eval_idx08,26.0,26
4750,120998,eval_idx09,26.0,26
4800,122626,eval_idx00,34.0,34
4800,122626,eval_idx01,42.0,42
4800,122626,eval_idx02,42.0,42
4800,122626,eval_idx03,40.0,40
4800,122626,eval_idx04,36.0,36
4800,122626,eval_idx05,28.0,28
4800,122626,eval_idx06,37.0,37
4800,122626,eval_idx07,57.0,57
4800,122626,eval_idx08,32.0,32
4800,122626,eval_idx09,28.0,28
4850,124842,eval_idx00,41.0,41
4850,124842,eval_idx01,93.0,93
4850,124842,eval_idx02,47.0,47
4850,124842,eval_idx03,45.0,45
4850,124842,eval_idx04,50.0,50
4850,124842,eval_idx05,33.0,33
4850,124842,eval_idx06,43.0,43
4850,124842,eval_idx07,66.0,66
4850,124842,eval_idx08,37.0,37
4850,124842,eval_idx09,34.0,34
4900,126801,eval_idx00,36.0,36
4900,126801,eval_idx01,51.0,51
4900,126801,eval_idx02,42.0,42
4900,126801,eval_idx03,42.0,42
4900,126801,eval_idx04,40.0,40
4900,126801,eval_idx05,30.0,30
4900,126801,eval_idx06,39.0,39
4900,126801,eval_idx07,58.0,58
4900,126801,eval_idx08,35.0,35
4900,126801,eval_idx09,30.0,30
4950,128640,eval_idx00,38.0,38
4950,128640,eval_idx01,63.0,63
4950,128640,eval_idx02,44.0,44
4950,128640,eval_idx03,44.0,44
4950,128640,eval_idx04,45.0,45
4950,128640,eval_idx05,30.0,30
4950,128640,eval_idx06,41.0,41
4950,128640,eval_idx07,62.0,62
4950,128640,eval_idx08,35.0,35
4950,128640,eval_idx09,32.0,32
5000,130699,eval_idx00,38.0,38
5000,130699,eval_idx01,63.0,63
5000,130699,eval_idx02,44.0,44
5000,130699,eval_idx03,45.0,45
5000,130699,eval_idx04,45.0,45
5000,130699,eval_idx05,33.0,33
5000,130699,eval_idx06,41.0,41
5000,130699,eval_idx07,62.0,62
5000,130699,eval_idx08,37.0,37
5000,130699,eval_idx09,32.0,32
5050,132700,eval_idx00,38.0,38
5050,132700,eval_idx01,63.0,63
5050,132700,eval_idx02,44.0,44
5050,132700,eval_idx03,45.0,45
5050,132700,eval_idx04,50.0,50
5050,132700,eval_idx05,33.0,33
5050,132700,eval_idx06,41.0,41
5050,132700,eval_idx07,62.0,62
5050,132700,eval_idx08,37.0,37
5050,132700,eval_idx09,32.0,32
5100,134921,eval_idx00,36.0,36
5100,134921,eval_idx01,46.0,46
5100,134921,eval_idx02,42.0,42
5100,134921,eval_idx03,42.0,42
5100,134921,eval_idx04,37.0,37
5100,134921,eval_idx05,30.0,30
5100,134921,eval_idx06,39.0,39
5100,134921,eval_idx07,58.0,58
5100,134921,eval_idx08,35.0,35
5100,134921,eval_idx09,30.0,30
5150,136854,eval_idx00,41.0,41
5150,136854,eval_idx01,82.0,82
5150,136854,eval_idx02,47.0,47
5150,136854,eval_idx03,47.0,47
5150,136854,eval_idx04,52.0,52
5150,136854,eval_idx05,33.0,33
5150,136854,eval_idx06,43.0,43
5150,136854,eval_idx07,66.0,66
5150,136854,eval_idx08,37.0,37
5150,136854,eval_idx09,34.0,34
5200,139079,eval_idx00,40.0,40
5200,139079,eval_idx01,66.0,66
5200,139079,eval_idx02,44.0,44
5200,139079,eval_idx03,45.0,45
5200,139079,eval_idx04,50.0,50
5200,139079,eval_idx05,33.0,33
5200,139079,eval_idx06,41.0,41
5200,139079,eval_idx07,62.0,62
5200,139079,eval_idx08,37.0,37
5200,139079,eval_idx09,34.0,34
5250,141109,eval_idx00,41.0,41
5250,141109,eval_idx01,125.0,125
5250,141109,eval_idx02,48.0,48
5250,141109,eval_idx03,49.0,49
5250,141109,eval_idx04,54.0,54
5250,141109,eval_idx05,35.0,35
5250,141109,eval_idx06,45.0,45
5250,141109,eval_idx07,68.0,68
5250,141109,eval_idx08,37.0,37
5250,141109,eval_idx09,34.0,34
5300,143479,eval_idx00,41.0,41
5300,143479,eval_idx01,89.0,89
5300,143479,eval_idx02,48.0,48
5300,143479,eval_idx03,47.0,47
5300,143479,eval_idx04,54.0,54
5300,143479,eval_idx05,35.0,35
5300,143479,eval_idx06,43.0,43
5300,143479,eval_idx07,68.0,68
5300,143479,eval_idx08,37.0,37
5300,143479,eval_idx09,34.0,34
5350,145821,eval_idx00,47.0,47
5350,145821,eval_idx01,97.0,97
5350,145821,eval_idx02,52.0,52
5350,145821,eval_idx03,53.0,53
5350,145821,eval_idx04,57.0,57
5350,145821,eval_idx05,39.0,39
5350,145821,eval_idx06,49.0,49
5350,145821,eval_idx07,144.0,144
5350,145821,eval_idx08,42.0,42
5350,145821,eval_idx09,39.0,39
5400,148158,eval_idx00,52.0,52
5400,148158,eval_idx01,87.0,87
5400,148158,eval_idx02,56.0,56
5400,148158,eval_idx03,58.0,58
5400,148158,eval_idx04,59.0,59
5400,148158,eval_idx05,42.0,42
5400,148158,eval_idx06,54.0,54
5400,148158,eval_idx07,122.0,122
5400,148158,eval_idx08,45.0,45
5400,148158,eval_idx09,43.0,43
5450,150656,eval_idx00,59.0,59
5450,150656,eval_idx01,74.0,74
5450,150656,eval_idx02,62.0,62
5450,150656,eval_idx03,63.0,63
5450,150656,eval_idx04,62.0,62
5450,150656,eval_idx05,45.0,45
5450,150656,eval_idx06,59.0,59
5450,150656,eval_idx07,102.0,102
5450,150656,eval_idx08,48.0,48
5450,150656,eval_idx09,44.0,44
5500,153519,eval_idx00,205.0,205
5500,153519,eval_idx01,66.0,66
5500,153519,eval_idx02,159.0,159
5500,153519,eval_idx03,135.0,135
5500,153519,eval_idx04,74.0,74
5500,153519,eval_idx05,60.0,60
5500,153519,eval_idx06,105.0,105
5500,153519,eval_idx07,48.0,48
5500,153519,eval_idx08,60.0,60
5500,153519,eval_idx09,61.0,61
5550,156198,eval_idx00,99.0,99
5550,156198,eval_idx01,64.0,64
5550,156198,eval_idx02,131.0,131
5550,156198,eval_idx03,174.0,174
5550,156198,eval_idx04,130.0,130
5550,156198,eval_idx05,64.0,64
5550,156198,eval_idx06,165.0,165
5550,156198,eval_idx07,45.0,45
5550,156198,eval_idx08,103.0,103
5550,156198,eval_idx09,117.0,117
5600,159637,eval_idx00,72.0,72
5600,159637,eval_idx01,63.0,63
5600,159637,eval_idx02,66.0,66
5600,159637,eval_idx03,65.0,65
5600,159637,eval_idx04,184.0,184
5600,159637,eval_idx05,67.0,67
5600,159637,eval_idx06,99.0,99
5600,159637,eval_idx07,41.0,41
5600,159637,eval_idx08,135.0,135
5600,159637,eval_idx09,147.0,147
5650,162517,eval_idx00,85.0,85
5650,162517,eval_idx01,64.0,64
5650,162517,eval_idx02,112.0,112
5650,162517,eval_idx03,85.0,85
5650,162517,eval_idx04,157.0,157
5650,162517,eval_idx05,66.0,66
5650,162517,eval_idx06,100.0,100
5650,162517,eval_idx07,45.0,45
5650,162517,eval_idx08,126.0,126
5650,162517,eval_idx09,139.0,139
5700,165529,eval_idx00,101.0,101
5700,165529,eval_idx01,66.0,66
5700,165529,eval_idx02,145.0,145
5700,165529,eval_idx03,189.0,189
5700,165529,eval_idx04,135.0,135
5700,165529,eval_idx05,66.0,66
5700,165529,eval_idx06,177.0,177
5700,165529,eval_idx07,46.0,46
5700,165529,eval_idx08,117.0,117
5700,165529,eval_idx09,124.0,124
5750,168566,eval_idx00,153.0,153
5750,168566,eval_idx01,69.0,69
5750,168566,eval_idx02,246.0,246
5750,168566,eval_idx03,231.0,231
5750,168566,eval_idx04,88.0,88
5750,168566,eval_idx05,64.0,64
5750,168566,eval_idx06,143.0,143
5750,168566,eval_idx07,52.0,52
5750,168566,eval_idx08,97.0,97
5750,168566,eval_idx09,112.0,112
5800,171523,eval_idx00,65.0,65
5800,171523,eval_idx01,46.0,46
5800,171523,eval_idx02,54.0,54
5800,171523,eval_idx03,57.0,57
5800,171523,eval_idx04,79.0,79
5800,171523,eval_idx05,88.0,88
5800,171523,eval_idx06,62.0,62
5800,171523,eval_idx07,40.0,40
5800,171523,eval_idx08,82.0,82
5800,171523,eval_idx09,264.0,264
5850,174173,eval_idx00,70.0,70
5850,174173,eval_idx01,53.0,53
5850,174173,eval_idx02,68.0,68
5850,174173,eval_idx03,65.0,65
5850,174173,eval_idx04,354.0,354
5850,174173,eval_idx05,73.0,73
5850,174173,eval_idx06,73.0,73
5850,174173,eval_idx07,43.0,43
5850,174173,eval_idx08,201.0,201
5850,174173,eval_idx09,175.0,175
5900,177139,eval_idx00,75.0,75
5900,177139,eval_idx01,67.0,67
5900,177139,eval_idx02,71.0,71
5900,177139,eval_idx03,67.0,67
5900,177139,eval_idx04,241.0,241
5900,177139,eval_idx05,74.0,74
5900,177139,eval_idx06,74.0,74
5900,177139,eval_idx07,46.0,46
5900,177139,eval_idx08,169.0,169
5900,177139,eval_idx09,160.0,160
5950,180269,eval_idx00,68.0,68
5950,180269,eval_idx01,55.0,55
5950,180269,eval_idx02,62.0,62
5950,180269,eval_idx03,58.0,58
5950,180269,eval_idx04,167.0,167
5950,180269,eval_idx05,94.0,94
5950,180269,eval_idx06,64.0,64
5950,180269,eval_idx07,43.0,43
5950,180269,eval_idx08,290.0,290
5950,180269,eval_idx09,238.0,238
6000,183176,eval_idx00,59.0,59
6000,183176,eval_idx01,41.0,41
6000,183176,eval_idx02,49.0,49
6000,183176,eval_idx03,50.0,50
6000,183176,eval_idx04,54.0,54
6000,183176,eval_idx05,120.0,120
6000,183176,eval_idx06,52.0,52
6000,183176,eval_idx07,39.0,39
6000,183176,eval_idx08,64.0,64
6000,183176,eval_idx09,117.0,117
6050,185958,eval_idx00,72.0,72
6050,185958,eval_idx01,56.0,56
6050,185958,eval_idx02,63.0,63
6050,185958,eval_idx03,68.0,68
6050,185958,eval_idx04,254.0,254
6050,185958,eval_idx05,83.0,83
6050,185958,eval_idx06,76.0,76
6050,185958,eval_idx07,47.0,47
6050,185958,eval_idx08,359.0,359
6050,185958,eval_idx09,242.0,242
6100,189349,eval_idx00,95.0,95
6100,189349,eval_idx01,74.0,74
6100,189349,eval_idx02,155.0,155
6100,189349,eval_idx03,95.0,95
6100,189349,eval_idx04,208.0,208
6100,189349,eval_idx05,77.0,77
6100,189349,eval_idx06,109.0,109
6100,189349,eval_idx07,53.0,53
6100,189349,eval_idx08,164.0,164
6100,189349,eval_idx09,165.0,165
6150,192469,eval_idx00,75.0,75
6150,192469,eval_idx01,58.0,58
6150,192469,eval_idx02,66.0,66
6150,192469,eval_idx03,65.0,65
6150,192469,eval_idx04,199.0,199
6150,192469,eval_idx05,98.0,98
6150,192469,eval_idx06,71.0,71
6150,192469,eval_idx07,49.0,49
6150,192469,eval_idx08,435.0,435
6150,192469,eval_idx09,264.0,264
6200,196251,eval_idx00,272.0,272
6200,196251,eval_idx01,85.0,85
6200,196251,eval_idx02,322.0,322
6200,196251,eval_idx03,226.0,226
6200,196251,eval_idx04,93.0,93
6200,196251,eval_idx05,71.0,71
6200,196251,eval_idx06,152.0,152
6200,196251,eval_idx07,76.0,76
6200,196251,eval_idx08,116.0,116
6200,196251,eval_idx09,128.0,128
6250,200246,eval_idx00,88.0,88
6250,200246,eval_idx01,79.0,79
6250,200246,eval_idx02,78.0,78
6250,200246,eval_idx03,78.0,78
6250,200246,eval_idx04,384.0,384
6250,200246,eval_idx05,83.0,83
6250,200246,eval_idx06,82.0,82
6250,200246,eval_idx07,55.0,55
6250,200246,eval_idx08,210.0,210
6250,200246,eval_idx09,197.0,197
6300,203561,eval_idx00,88.0,88
6300,203561,eval_idx01,80.0,80
6300,203561,eval_idx02,85.0,85
6300,203561,eval_idx03,80.0,80
6300,203561,eval_idx04,500.0,500
6300,203561,eval_idx05,87.0,87
6300,203561,eval_idx06,91.0,91
6300,203561,eval_idx07,56.0,56
6300,203561,eval_idx08,240.0,240
6300,203561,eval_idx09,220.0,220
6350,206835,eval_idx00,70.0,70
6350,206835,eval_idx01,55.0,55
6350,206835,eval_idx02,59.0,59
6350,206835,eval_idx03,64.0,64
6350,206835,eval_idx04,74.0,74
6350,206835,eval_idx05,117.0,117
6350,206835,eval_idx06,70.0,70
6350,206835,eval_idx07,51.0,51
6350,206835,eval_idx08,76.0,76
6350,206835,eval_idx09,138.0,138
6400,210764,eval_idx00,110.0,110
6400,210764,eval_idx01,86.0,86
6400,210764,eval_idx02,203.0,203
6400,210764,eval_idx03,112.0,112
6400,210764,eval_idx04,357.0,357
6400,210764,eval_idx05,87.0,87
6400,210764,eval_idx06,126.0,126
6400,210764,eval_idx07,67.0,67
6400,210764,eval_idx08,229.0,229
6400,210764,eval_idx09,219.0,219
6450,214711,eval_idx00,112.0,112
6450,214711,eval_idx01,96.0,96
6450,214711,eval_idx02,184.0,184
6450,214711,eval_idx03,116.0,116
6450,214711,eval_idx04,319.0,319
6450,214711,eval_idx05,90.0,90
6450,214711,eval_idx06,130.0,130
6450,214711,eval_idx07,78.0,78
6450,214711,eval_idx08,215.0,215
6450,214711,eval_idx09,219.0,219
6500,219486,eval_idx00,102.0,102
6500,219486,eval_idx01,92.0,92
6500,219486,eval_idx02,95.0,95
6500,219486,eval_idx03,92.0,92
6500,219486,eval_idx04,396.0,396
6500,219486,eval_idx05,116.0,116
6500,219486,eval_idx06,102.0,102
6500,219486,eval_idx07,70.0,70
6500,219486,eval_idx08,388.0,388
6500,219486,eval_idx09,307.0,307
6550,224339,eval_idx00,95.0,95
6550,224339,eval_idx01,80.0,80
6550,224339,eval_idx02,87.0,87
6550,224339,eval_idx03,84.0,84
6550,224339,eval_idx04,106.0,106
6550,224339,eval_idx05,124.0,124
6550,224339,eval_idx06,87.0,87
6550,224339,eval_idx07,70.0,70
6550,224339,eval_idx08,109.0,109
6550,224339,eval_idx09,421.0,421
6600,229457,eval_idx00,104.0,104
6600,229457,eval_idx01,98.0,98
6600,229457,eval_idx02,190.0,190
6600,229457,eval_idx03,114.0,114
6600,229457,eval_idx04,437.0,437
6600,229457,eval_idx05,105.0,105
6600,229457,eval_idx06,104.0,104
6600,229457,eval_idx07,73.0,73
6600,229457,eval_idx08,245.0,245
6600,229457,eval_idx09,239.0,239
6650,235216,eval_idx00,435.0,435
6650,235216,eval_idx01,122.0,122
6650,235216,eval_idx02,429.0,429
6650,235216,eval_idx03,299.0,299
6650,235216,eval_idx04,189.0,189
6650,235216,eval_idx05,84.0,84
6650,235216,eval_idx06,203.0,203
6650,235216,eval_idx07,105.0,105
6650,235216,eval_idx08,149.0,149
6650,235216,eval_idx09,166.0,166
6700,241118,eval_idx00,150.0,150
6700,241118,eval_idx01,118.0,118
6700,241118,eval_idx02,282.0,282
6700,241118,eval_idx03,134.0,134
6700,241118,eval_idx04,303.0,303
6700,241118,eval_idx05,95.0,95
6700,241118,eval_idx06,149.0,149
6700,241118,eval_idx07,96.0,96
6700,241118,eval_idx08,223.0,223
6700,241118,eval_idx09,239.0,239
6750,247550,eval_idx00,450.0,450
6750,247550,eval_idx01,133.0,133
6750,247550,eval_idx02,474.0,474
6750,247550,eval_idx03,353.0,353
6750,247550,eval_idx04,223.0,223
6750,247550,eval_idx05,96.0,96
6750,247550,eval_idx06,230.0,230
6750,247550,eval_idx07,120.0,120
6750,247550,eval_idx08,192.0,192
6750,247550,eval_idx09,218.0,218
6800,255114,eval_idx00,373.0,373
6800,255114,eval_idx01,125.0,125
6800,255114,eval_idx02,500.0,500
6800,255114,eval_idx03,500.0,500
6800,255114,eval_idx04,299.0,299
6800,255114,eval_idx05,105.0,105
6800,255114,eval_idx06,288.0,288
6800,255114,eval_idx07,107.0,107
6800,255114,eval_idx08,234.0,234
6800,255114,eval_idx09,252.0,252
6850,262660,eval_idx00,125.0,125
6850,262660,eval_idx01,116.0,116
6850,262660,eval_idx02,124.0,124
6850,262660,eval_idx03,120.0,120
6850,262660,eval_idx04,397.0,397
6850,262660,eval_idx05,189.0,189
6850,262660,eval_idx06,127.0,127
6850,262660,eval_idx07,97.0,97
6850,262660,eval_idx08,500.0,500
6850,262660,eval_idx09,500.0,500
6900,271130,eval_idx00,500.0,500
6900,271130,eval_idx01,201.0,201
6900,271130,eval_idx02,500.0,500
6900,271130,eval_idx03,476.0,476
6900,271130,eval_idx04,335.0,335
6900,271130,eval_idx05,135.0,135
6900,271130,eval_idx06,317.0,317
6900,271130,eval_idx07,165.0,165
6900,271130,eval_idx08,267.0,267
6900,271130,eval_idx09,297.0,297
6950,282239,eval_idx00,500.0,500
6950,282239,eval_idx01,221.0,221
6950,282239,eval_idx02,500.0,500
6950,282239,eval_idx03,489.0,489
6950,282239,eval_idx04,341.0,341
6950,282239,eval_idx05,140.0,140
6950,282239,eval_idx06,332.0,332
6950,282239,eval_idx07,361.0,361
6950,282239,eval_idx08,291.0,291
6950,282239,eval_idx09,312.0,312
7000,295152,eval_idx00,137.0,137
7000,295152,eval_idx01,308.0,308
7000,295152,eval_idx02,284.0,284
7000,295152,eval_idx03,340.0,340
7000,295152,eval_idx04,150.0,150
7000,295152,eval_idx05,130.0,130
7000,295152,eval_idx06,280.0,280
7000,295152,eval_idx07,500.0,500
7000,295152,eval_idx08,244.0,244
7000,295152,eval_idx09,130.0,130
7050,309611,eval_idx00,174.0,174
7050,309611,eval_idx01,359.0,359
7050,309611,eval_idx02,185.0,185
7050,309611,eval_idx03,346.0,346
7050,309611,eval_idx04,189.0,189
7050,309611,eval_idx05,183.0,183
7050,309611,eval_idx06,317.0,317
7050,309611,eval_idx07,308.0,308
7050,309611,eval_idx08,171.0,171
7050,309611,eval_idx09,153.0,153
7100,324993,eval_idx00,500.0,500
7100,324993,eval_idx01,500.0,500
7100,324993,eval_idx02,500.0,500
7100,324993,eval_idx03,500.0,500
7100,324993,eval_idx04,449.0,449
7100,324993,eval_idx05,462.0,462
7100,324993,eval_idx06,500.0,500
7100,324993,eval_idx07,500.0,500
7100,324993,eval_idx08,500.0,500
7100,324993,eval_idx09,457.0,457
7150,342636,eval_idx00,401.0,401
7150,342636,eval_idx01,500.0,500
7150,342636,eval_idx02,500.0,500
7150,342636,eval_idx03,500.0,500
7150,342636,eval_idx04,500.0,500
7150,342636,eval_idx05,378.0,378
7150,342636,eval_idx06,500.0,500
7150,342636,eval_idx07,500.0,500
7150,342636,eval_idx08,500.0,500
7150,342636,eval_idx09,369.0,369
7200,366692,eval_idx00,500.0,500
7200,366692,eval_idx01,500.0,500
7200,366692,eval_idx02,500.0,500
7200,366692,eval_idx03,500.0,500
7200,366692,eval_idx04,500.0,500
7200,366692,eval_idx05,500.0,500
7200,366692,eval_idx06,500.0,500
7200,366692,eval_idx07,500.0,500
7200,366692,eval_idx08,500.0,500
7200,366692,eval_idx09,500.0,500
7250,391692,eval_idx00,500.0,500
7250,391692,eval_idx01,500.0,500
7250,391692,eval_idx02,500.0,500
7250,391692,eval_idx03,500.0,500
7250,391692,eval_idx04,500.0,500
7250,391692,eval_idx05,500.0,500
7250,391692,eval_idx06,500.0,500
7250,391692,eval_idx07,500.0,500
7250,391692,eval_idx08,500.0,500
7250,391692,eval_idx09,500.0,500
7300,416692,eval_idx00,500.0,500
7300,416692,eval_idx01,500.0,500
7300,416692,eval_idx02,500.0,500
7300,416692,eval_idx03,500.0,500
7300,416692,eval_idx04,500.0,500
7300,416692,eval_idx05,500.0,500
7300,416692,eval_idx06,500.0,500
7300,416692,eval_idx07,500.0,500
7300,416692,eval_idx08,500.0,500
7300,416692,eval_idx09,500.0,500
7350,441692,eval_idx00,500.0,500
7350,441692,eval_idx01,500.0,500
7350,441692,eval_idx02,500.0,500
7350,441692,eval_idx03,500.0,500
7350,441692,eval_idx04,500.0,500
